manufacturer,item,category,csi_spec_section,description,mounting_type,cost,labor_per,currency,unit_of_measure
Construction Specialties,CS-FSC-25M,Corner Guard,10 26 00,FSC Series Corner Guard FSC-25M. Mounting Flush. FSC odd-angle / end-wall. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/corner-guards/fsc-25,Flush,,,USD,EA
Construction Specialties,CS-FSC-25N,Corner Guard,10 26 00,Construction Specialties FSC Series Corner Guard FSC-25N. Healthcare selector mention,,,,USD,EA
Construction Specialties,CS-HC-100,Corner Guard,10 26 00,HC Series Corner Guard HC-100. Mounting Surface-Mounted. Rubber corner; 75°–105°. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply).,Surface-Mounted,,,USD,EA
Construction Specialties,CS-HC-75,Corner Guard,10 26 00,HC Series Corner Guard HC-75. Mounting Surface-Mounted. Rubber corner; 85°–95°. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply).,Surface-Mounted,,,USD,EA
Construction Specialties,CS-HC100C,Corner Guard,10 26 00,Construction Specialties Corner Guard HC100C. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/hc100c,,,,USD,EA
Construction Specialties,CS-HC75C,Corner Guard,10 26 00,Construction Specialties Corner Guard HC75C. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/hc75c,,,,USD,EA
Construction Specialties,CS-HR-,Corner Guard,10 26 00,Construction Specialties Corner Guard HR-. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/corner-guards/fs-10r,,,,USD,EA
Construction Specialties,CS-LG-034,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-034. Clear polycarbonate; 3/4"" leg, 90°. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-118,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-118. 1-1/8"" leg, 90°. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-118M,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-118M. 1-1/8"" leg, odd-degree. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-150,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-150. 1-1/2"" leg, 90°. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-150M,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-150M. 1-1/2"" leg, odd-degree. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-20,Corner Guard,10 26 00,Construction Specialties LG20 Clear Polycarbonate Corner Guard (LG-20). 48in x 2in x 2in; .075in clear Lexan store listing | https://www.thecornerguardstore.com/brands/csgroup.html?page=1,,,,USD,EA
Construction Specialties,CS-LG-200,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-200. 2"" leg, 90°. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-200M,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-200M. 2"" leg, odd-degree. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-250,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-250. 2-1/2"" leg, 90°. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-250M,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-250M. 2-1/2"" leg, odd-degree. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-300,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-300. 3"" leg, 90°. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-LG-300M,Corner Guard,10 26 00,"Construction Specialties LG Series Corner Guard LG-300M. 3"" leg, odd-degree. From CS LG Series product sheet PS.LG.0323. | https://www.c-sgroup.com/product/corner-guards/lg-series",,,,USD,EA
Construction Specialties,CS-SFS-10,Corner Guard,10 26 00,Construction Specialties SFS Series Corner Guard SFS-10. Mounting Flush. Flush mount; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/sfs-10,Flush,,,USD,EA
Construction Specialties,CS-SFS-10N,Corner Guard,10 26 00,SFS Series Corner Guard SFS-10N. Mounting Flush. 90° flush bullnose; standard retainer. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/corner-guards/sfs-20,Flush,,,USD,EA
Construction Specialties,CS-SFS-10R,Corner Guard,10 26 00,Construction Specialties Corner Guard SFS-10R. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/sfs-10r,,,,USD,EA
Construction Specialties,CS-SFS-20,Corner Guard,10 26 00,Construction Specialties SFS Series Corner Guard SFS-20. Mounting Flush. Flush mount; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/sfs-20,Flush,,,USD,EA
Construction Specialties,CS-SFS-20N,Corner Guard,10 26 00,SFS Series Corner Guard SFS-20N. Mounting Flush. 90° flush; standard retainer. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/corner-guards/sfs-20,Flush,,,USD,EA
Construction Specialties,CS-SFS-20R,Corner Guard,10 26 00,Construction Specialties Corner Guard SFS-20R. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/sfs-20r,,,,USD,EA
Construction Specialties,CS-SM-10,Corner Guard,10 26 00,Construction Specialties Corner Guard SM-10. Mounting Snap-On. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. ; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/sm-10,Snap-On,,,USD,EA
Construction Specialties,CS-SM-104BN,Corner Guard,10 26 00,"Construction Specialties SM104BN Bullnose Corner Guard (SM-104BN). Mounting Surface-Mounted. 4ft x 3in x 3in, 1in bullnose store listing | https://www.thecornerguardstore.com/brands/csgroup.html?page=1",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SM-108BN,Corner Guard,10 26 00,"Construction Specialties SM108BN Bullnose Corner Guard (SM-108BN). Mounting Surface-Mounted. 8ft x 3in x 3in, 1-1/4in bullnose store listing | https://www.thecornerguardstore.com/brands/csgroup.html?page=1",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SM-10N,Corner Guard,10 26 00,Construction Specialties SM10N (SM-10N). Mounting Surface-Mounted. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/corner-guards/sm-10,Surface-Mounted,,,USD,EA
Construction Specialties,CS-SM-20,Corner Guard,10 26 00,Construction Specialties Corner Guard SM-20. Mounting Snap-On. buyOnline available; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. ; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/sm-20,Snap-On,,,USD,EA
Construction Specialties,CS-SM-20A,Corner Guard,10 26 00,Construction Specialties Corner Guard SM-20A. Mounting Surface-Mounted. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/corner-guards/sm-20,Surface-Mounted,,,USD,EA
Construction Specialties,CS-SM-20AN,Corner Guard,10 26 00,Construction Specialties Corner Guard SM-20AN. Mounting Surface-Mounted. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/corner-guards/sm-20,Surface-Mounted,,,USD,EA
Construction Specialties,CS-SM-20M,Corner Guard,10 26 00,Construction Specialties Corner Guard SM-20M. Mounting Snap-On. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. ; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/sm-20m,Snap-On,,,USD,EA
Construction Specialties,CS-SM-20MN,Corner Guard,10 26 00,SM Series Corner Guard SM-20MN. Mounting Surface-Mounted. Odd-degree + aluminum retainer. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/corner-guards/sm-20,Surface-Mounted,,,USD,EA
Construction Specialties,CS-SM-20N,Corner Guard,10 26 00,SM Series Corner Guard SM-20N. Mounting Surface-Mounted. Regrind PVC-free retainer. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/corner-guards/sm-20,Surface-Mounted,,,USD,EA
Construction Specialties,CS-SSM-10,Corner Guard,10 26 00,Construction Specialties SSM Series Corner Guard SSM-10. Mounting Snap-On. Snap-on | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-104BN,Corner Guard,10 26 00,"Construction Specialties SSM104BN Bullnose Corner Guard (SSM-104BN). Mounting Snap-On. 4ft x 2in x 2in, 1-1/4in bullnose store listing | https://www.thecornerguardstore.com/brands/csgroup.html?page=1",Snap-On,,,USD,EA
Construction Specialties,CS-SSM-108BN,Corner Guard,10 26 00,"Construction Specialties SSM108BN Bullnose Corner Guard (SSM-108BN). Mounting Snap-On. 8ft x 2in x 2in, 1-1/4in bullnose store listing | https://www.thecornerguardstore.com/brands/csgroup.html?page=1",Snap-On,,,USD,EA
Construction Specialties,CS-SSM-10N,Corner Guard,10 26 00,"SSM Series Corner Guard SSM-10N. Mounting Snap-On. 2"" legs bullnose; continuous aluminum retainer. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25",Snap-On,,,USD,EA
Construction Specialties,CS-SSM-15,Corner Guard,10 26 00,"Construction Specialties SSM Series Corner Guard SSM-15. Mounting Snap-On. split from combined listing ""SSM-10/SSM-15"" | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25",Snap-On,,,USD,EA
Construction Specialties,CS-SSM-15N,Corner Guard,10 26 00,Construction Specialties SSM Series Corner Guard SSM-15N. Mounting Snap-On | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-20,Corner Guard,10 26 00,Construction Specialties SSM Series Corner Guard SSM-20. Mounting Snap-On. Snap-on cover; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-20A,Corner Guard,10 26 00,Construction Specialties Corner Guard SSM-20A. Mounting Snap-On. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-20AN,Corner Guard,10 26 00,SSM Series Corner Guard SSM-20AN. Mounting Snap-On. Aluminum retainer + N retainer code. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-20N,Corner Guard,10 26 00,Construction Specialties Corner Guard SSM-20N. Mounting Snap-On. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-25,Corner Guard,10 26 00,Construction Specialties SSM Series Corner Guard SSM-25. Mounting Snap-On. Snap-on cover; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-25A,Corner Guard,10 26 00,Construction Specialties Corner Guard SSM-25A. Mounting Snap-On. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-25AN,Corner Guard,10 26 00,SSM Series Corner Guard SSM-25AN. Mounting Snap-On. End-wall aluminum retainer N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-25M,Corner Guard,10 26 00,Construction Specialties Corner Guard SSM-25M. Mounting Snap-On. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
